EVALUATION RESULTS:

>>>>>>[EMBRYONAL] - 1.1 - 1/30: train_loss: 0.46941 | train_acc: 86.192 | train_precision: 0.833 | train_recall: 0.143 | train_auc: 0.569
test_loss: 0.68019 | test_acc: 62.500 | test_precision: 0.842 | test_recall: 0.640 | test_auc: 0.606

>>>>>>[NERVE] - 3.5 - 19/30: train_loss: 0.66334 | train_acc: 70.408 | train_precision: 0.915 | train_recall: 0.692 | train_auc: 0.721
val_loss: 0.64788 | val_acc: 70.000 | val_precision: 0.917 | val_recall: 0.688 | val_auc: 0.719
test_loss: 0.67524 | test_acc: 62.500 | test_precision: 0.842 | test_recall: 0.640 | test_auc: 0.606

>>>>>>[NERVE] - 3.5 - 20/30: train_loss: 0.65970 | train_acc: 74.490 | train_precision: 0.921 | train_recall: 0.744 | train_auc: 0.747
val_loss: 0.64158 | val_acc: 75.000 | val_precision: 0.923 | val_recall: 0.750 | val_auc: 0.750
test_loss: 0.67036 | test_acc: 68.750 | test_precision: 0.857 | test_recall: 0.720 | test_auc: 0.646

>>>>>>[NERVE] - 3.5 - 21/30: train_loss: 0.65192 | train_acc: 76.531 | train_precision: 0.923 | train_recall: 0.769 | train_auc: 0.760
val_loss: 0.63516 | val_acc: 75.000 | val_precision: 0.923 | val_recall: 0.750 | val_auc: 0.750
test_loss: 0.66540 | test_acc: 71.875 | test_precision: 0.864 | test_recall: 0.760 | test_auc: 0.666

>>>>>>[NERVE] - 3.5 - 22/30: train_loss: 0.65375 | train_acc: 77.551 | train_precision: 0.924 | train_recall: 0.782 | train_auc: 0.766
val_loss: 0.62917 | val_acc: 75.000 | val_precision: 0.923 | val_recall: 0.750 | val_auc: 0.750
test_loss: 0.66076 | test_acc: 71.875 | test_precision: 0.864 | test_recall: 0.760 | test_auc: 0.666

>>>>>>[NERVE] - 3.5 - 23/30: train_loss: 0.64406 | train_acc: 76.531 | train_precision: 0.910 | train_recall: 0.782 | train_auc: 0.741
val_loss: 0.62314 | val_acc: 80.000 | val_precision: 0.929 | val_recall: 0.812 | val_auc: 0.781
test_loss: 0.65612 | test_acc: 71.875 | test_precision: 0.864 | test_recall: 0.760 | test_auc: 0.666

>>>>>>[NERVE] - 3.5 - 24/30: train_loss: 0.63845 | train_acc: 79.592 | train_precision: 0.914 | train_recall: 0.821 | train_auc: 0.760
val_loss: 0.61725 | val_acc: 75.000 | val_precision: 0.867 | val_recall: 0.812 | val_auc: 0.656
test_loss: 0.65158 | test_acc: 75.000 | test_precision: 0.870 | test_recall: 0.800 | test_auc: 0.686

>>>>>>[NERVE] - 3.5 - 25/30: train_loss: 0.63278 | train_acc: 77.551 | train_precision: 0.889 | train_recall: 0.821 | train_auc: 0.710
val_loss: 0.61145 | val_acc: 80.000 | val_precision: 0.875 | val_recall: 0.875 | val_auc: 0.688
test_loss: 0.64712 | test_acc: 75.000 | test_precision: 0.870 | test_recall: 0.800 | test_auc: 0.686

>>>>>>[NERVE] - 3.5 - 26/30: train_loss: 0.63437 | train_acc: 77.551 | train_precision: 0.878 | train_recall: 0.833 | train_auc: 0.692
val_loss: 0.60572 | val_acc: 80.000 | val_precision: 0.875 | val_recall: 0.875 | val_auc: 0.688
test_loss: 0.64272 | test_acc: 78.125 | test_precision: 0.875 | test_recall: 0.840 | test_auc: 0.706

>>>>>>[NERVE] - 3.5 - 27/30: train_loss: 0.62656 | train_acc: 77.551 | train_precision: 0.878 | train_recall: 0.833 | train_auc: 0.692
val_loss: 0.60043 | val_acc: 80.000 | val_precision: 0.875 | val_recall: 0.875 | val_auc: 0.688
test_loss: 0.63865 | test_acc: 78.125 | test_precision: 0.875 | test_recall: 0.840 | test_auc: 0.706

>>>>>>[NERVE] - 3.5 - 28/30: train_loss: 0.61902 | train_acc: 79.592 | train_precision: 0.882 | train_recall: 0.859 | train_auc: 0.704
val_loss: 0.59506 | val_acc: 80.000 | val_precision: 0.875 | val_recall: 0.875 | val_auc: 0.688
test_loss: 0.63453 | test_acc: 78.125 | test_precision: 0.875 | test_recall: 0.840 | test_auc: 0.706

>>>>>>[NERVE] - 3.5 - 29/30: train_loss: 0.61621 | train_acc: 80.612 | train_precision: 0.864 | train_recall: 0.897 | train_auc: 0.674
val_loss: 0.58958 | val_acc: 80.000 | val_precision: 0.875 | val_recall: 0.875 | val_auc: 0.688
test_loss: 0.63034 | test_acc: 75.000 | test_precision: 0.840 | test_recall: 0.840 | test_auc: 0.634

>>>>>>[NERVE] - 3.5 - 30/30: train_loss: 0.61034 | train_acc: 82.653 | train_precision: 0.867 | train_recall: 0.923 | train_auc: 0.687
val_loss: 0.58418 | val_acc: 85.000 | val_precision: 0.882 | val_recall: 0.938 | val_auc: 0.719
test_loss: 0.62623 | test_acc: 81.250 | test_precision: 0.852 | test_recall: 0.920 | test_auc: 0.674

>>>>>>[NERVE] - 4.1 - 1/30: train_loss: 0.75771 | train_acc: 12.766 | train_precision: 0.250 | train_recall: 0.054 | train_auc: 0.227
val_loss: 0.75869 | val_acc: 10.345 | val_precision: 0.286 | val_recall: 0.087 | val_auc: 0.127
test_loss: 0.75621 | test_acc: 14.815 | test_precision: 0.333 | test_recall: 0.045 | test_auc: 0.323

>>>>>>[NERVE] - 4.1 - 2/30: train_loss: 0.75071 | train_acc: 10.638 | train_precision: 0.222 | train_recall: 0.054 | train_auc: 0.177
val_loss: 0.75118 | val_acc: 13.793 | val_precision: 0.375 | val_recall: 0.130 | val_auc: 0.149
test_loss: 0.74828 | test_acc: 11.111 | test_precision: 0.250 | test_recall: 0.045 | test_auc: 0.223

>>>>>>[NERVE] - 4.1 - 3/30: train_loss: 0.74452 | train_acc: 11.702 | train_precision: 0.286 | train_recall: 0.081 | train_auc: 0.166
val_loss: 0.74390 | val_acc: 13.793 | val_precision: 0.400 | val_recall: 0.174 | val_auc: 0.087
test_loss: 0.74059 | test_acc: 11.111 | test_precision: 0.250 | test_recall: 0.045 | test_auc: 0.223

>>>>>>[NERVE] - 4.1 - 4/30: train_loss: 0.73762 | train_acc: 14.894 | train_precision: 0.393 | train_recall: 0.149 | train_auc: 0.149
val_loss: 0.73677 | val_acc: 20.690 | val_precision: 0.500 | val_recall: 0.261 | val_auc: 0.130
test_loss: 0.73307 | test_acc: 11.111 | test_precision: 0.333 | test_recall: 0.091 | test_auc: 0.145

>>>>>>[NERVE] - 4.1 - 5/30: train_loss: 0.73055 | train_acc: 14.894 | train_precision: 0.400 | train_recall: 0.162 | train_auc: 0.131
val_loss: 0.72962 | val_acc: 24.138 | val_precision: 0.538 | val_recall: 0.304 | val_auc: 0.152
test_loss: 0.72551 | test_acc: 18.519 | test_precision: 0.500 | test_recall: 0.182 | test_auc: 0.191

>>>>>>[NERVE] - 4.1 - 6/30: train_loss: 0.72481 | train_acc: 18.085 | train_precision: 0.457 | train_recall: 0.216 | train_auc: 0.133
val_loss: 0.72258 | val_acc: 27.586 | val_precision: 0.571 | val_recall: 0.348 | val_auc: 0.174
test_loss: 0.71807 | test_acc: 22.222 | test_precision: 0.556 | test_recall: 0.227 | test_auc: 0.214

>>>>>>[NERVE] - 4.1 - 7/30: train_loss: 0.71771 | train_acc: 23.404 | train_precision: 0.525 | train_recall: 0.284 | train_auc: 0.167
val_loss: 0.71583 | val_acc: 41.379 | val_precision: 0.667 | val_recall: 0.522 | val_auc: 0.261
test_loss: 0.71093 | test_acc: 25.926 | test_precision: 0.600 | test_recall: 0.273 | test_auc: 0.236

>>>>>>[NERVE] - 4.1 - 8/30: train_loss: 0.71148 | train_acc: 32.979 | train_precision: 0.608 | train_recall: 0.419 | train_auc: 0.209
val_loss: 0.70918 | val_acc: 41.379 | val_precision: 0.667 | val_recall: 0.522 | val_auc: 0.261
test_loss: 0.70388 | test_acc: 37.037 | test_precision: 0.692 | test_recall: 0.409 | test_auc: 0.305

>>>>>>[NERVE] - 4.1 - 9/30: train_loss: 0.70511 | train_acc: 40.426 | train_precision: 0.655 | train_recall: 0.514 | train_auc: 0.257
val_loss: 0.70227 | val_acc: 48.276 | val_precision: 0.700 | val_recall: 0.609 | val_auc: 0.304
test_loss: 0.69654 | test_acc: 48.148 | test_precision: 0.750 | test_recall: 0.545 | test_auc: 0.373

>>>>>>[NERVE] - 4.1 - 10/30: train_loss: 0.69949 | train_acc: 48.936 | train_precision: 0.697 | train_recall: 0.622 | train_auc: 0.311
val_loss: 0.69572 | val_acc: 51.724 | val_precision: 0.714 | val_recall: 0.652 | val_auc: 0.326
test_loss: 0.68959 | test_acc: 59.259 | test_precision: 0.789 | test_recall: 0.682 | test_auc: 0.441

>>>>>>[NERVE] - 4.1 - 11/30: train_loss: 0.69299 | train_acc: 55.319 | train_precision: 0.722 | train_recall: 0.703 | train_auc: 0.351
val_loss: 0.68953 | val_acc: 55.172 | val_precision: 0.727 | val_recall: 0.696 | val_auc: 0.348
test_loss: 0.68302 | test_acc: 62.963 | test_precision: 0.800 | test_recall: 0.727 | test_auc: 0.464

>>>>>>[NERVE] - 4.1 - 12/30: train_loss: 0.68769 | train_acc: 56.383 | train_precision: 0.726 | train_recall: 0.716 | train_auc: 0.358
val_loss: 0.68318 | val_acc: 58.621 | val_precision: 0.739 | val_recall: 0.739 | val_auc: 0.370
test_loss: 0.67628 | test_acc: 70.370 | test_precision: 0.818 | test_recall: 0.818 | test_auc: 0.509

>>>>>>[NERVE] - 4.1 - 13/30: train_loss: 0.68094 | train_acc: 63.830 | train_precision: 0.750 | train_recall: 0.811 | train_auc: 0.405
val_loss: 0.67695 | val_acc: 65.517 | val_precision: 0.760 | val_recall: 0.826 | val_auc: 0.413
test_loss: 0.66965 | test_acc: 74.074 | test_precision: 0.826 | test_recall: 0.864 | test_auc: 0.532

>>>>>>[NERVE] - 4.1 - 14/30: train_loss: 0.67544 | train_acc: 65.957 | train_precision: 0.756 | train_recall: 0.838 | train_auc: 0.419
val_loss: 0.67079 | val_acc: 65.517 | val_precision: 0.760 | val_recall: 0.826 | val_auc: 0.413
test_loss: 0.66309 | test_acc: 74.074 | test_precision: 0.826 | test_recall: 0.864 | test_auc: 0.532

>>>>>>[NERVE] - 4.1 - 15/30: train_loss: 0.66916 | train_acc: 69.149 | train_precision: 0.765 | train_recall: 0.878 | train_auc: 0.439
val_loss: 0.66509 | val_acc: 65.517 | val_precision: 0.760 | val_recall: 0.826 | val_auc: 0.413
test_loss: 0.65704 | test_acc: 74.074 | test_precision: 0.826 | test_recall: 0.864 | test_auc: 0.532

>>>>>>[NERVE] - 4.1 - 16/30: train_loss: 0.66439 | train_acc: 72.340 | train_precision: 0.773 | train_recall: 0.919 | train_auc: 0.459
val_loss: 0.65905 | val_acc: 68.966 | val_precision: 0.769 | val_recall: 0.870 | val_auc: 0.435
test_loss: 0.65059 | test_acc: 74.074 | test_precision: 0.826 | test_recall: 0.864 | test_auc: 0.532

>>>>>>[NERVE] - 4.1 - 17/30: train_loss: 0.66013 | train_acc: 72.340 | train_precision: 0.773 | train_recall: 0.919 | train_auc: 0.459
val_loss: 0.65326 | val_acc: 72.414 | val_precision: 0.778 | val_recall: 0.913 | val_auc: 0.457
test_loss: 0.64440 | test_acc: 70.370 | test_precision: 0.792 | test_recall: 0.864 | test_auc: 0.432

>>>>>>[NERVE] - 4.1 - 18/30: train_loss: 0.65339 | train_acc: 73.404 | train_precision: 0.775 | train_recall: 0.932 | train_auc: 0.466
val_loss: 0.64767 | val_acc: 75.862 | val_precision: 0.786 | val_recall: 0.957 | val_auc: 0.478
test_loss: 0.63845 | test_acc: 70.370 | test_precision: 0.792 | test_recall: 0.864 | test_auc: 0.432

>>>>>>[NERVE] - 4.1 - 19/30: train_loss: 0.64806 | train_acc: 76.596 | train_precision: 0.783 | train_recall: 0.973 | train_auc: 0.486
val_loss: 0.64223 | val_acc: 79.310 | val_precision: 0.793 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.63264 | test_acc: 70.370 | test_precision: 0.792 | test_recall: 0.864 | test_auc: 0.432

>>>>>>[NERVE] - 4.1 - 20/30: train_loss: 0.64302 | train_acc: 76.596 | train_precision: 0.783 | train_recall: 0.973 | train_auc: 0.486
val_loss: 0.63671 | val_acc: 79.310 | val_precision: 0.793 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.62673 | test_acc: 74.074 | test_precision: 0.800 | test_recall: 0.909 | test_auc: 0.455

>>>>>>[NERVE] - 4.1 - 21/30: train_loss: 0.63756 | train_acc: 77.660 | train_precision: 0.785 | train_recall: 0.986 | train_auc: 0.493
val_loss: 0.63163 | val_acc: 79.310 | val_precision: 0.793 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.62131 | test_acc: 74.074 | test_precision: 0.800 | test_recall: 0.909 | test_auc: 0.455

>>>>>>[NERVE] - 4.1 - 22/30: train_loss: 0.63543 | train_acc: 77.660 | train_precision: 0.785 | train_recall: 0.986 | train_auc: 0.493
val_loss: 0.62618 | val_acc: 79.310 | val_precision: 0.793 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.61546 | test_acc: 77.778 | test_precision: 0.808 | test_recall: 0.955 | test_auc: 0.477

>>>>>>[NERVE] - 4.1 - 23/30: train_loss: 0.62819 | train_acc: 77.660 | train_precision: 0.785 | train_recall: 0.986 | train_auc: 0.493
val_loss: 0.62124 | val_acc: 79.310 | val_precision: 0.793 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.61020 | test_acc: 77.778 | test_precision: 0.808 | test_recall: 0.955 | test_auc: 0.477

>>>>>>[NERVE] - 4.1 - 24/30: train_loss: 0.62473 | train_acc: 77.660 | train_precision: 0.785 | train_recall: 0.986 | train_auc: 0.493
val_loss: 0.61615 | val_acc: 79.310 | val_precision: 0.793 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.60475 | test_acc: 77.778 | test_precision: 0.808 | test_recall: 0.955 | test_auc: 0.477

>>>>>>[NERVE] - 4.1 - 25/30: train_loss: 0.61838 | train_acc: 78.723 | train_precision: 0.787 | train_recall: 1.000 | train_auc: 0.500
val_loss: 0.61143 | val_acc: 79.310 | val_precision: 0.793 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.59972 | test_acc: 81.481 | test_precision: 0.815 | test_recall: 1.000 | test_auc: 0.500

>>>>>>[NERVE] - 4.1 - 26/30: train_loss: 0.61448 | train_acc: 78.723 | train_precision: 0.787 | train_recall: 1.000 | train_auc: 0.500
val_loss: 0.60652 | val_acc: 79.310 | val_precision: 0.793 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.59444 | test_acc: 81.481 | test_precision: 0.815 | test_recall: 1.000 | test_auc: 0.500

>>>>>>[NERVE] - 4.1 - 27/30: train_loss: 0.61256 | train_acc: 78.723 | train_precision: 0.787 | train_recall: 1.000 | train_auc: 0.500
val_loss: 0.60189 | val_acc: 79.310 | val_precision: 0.793 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.58950 | test_acc: 81.481 | test_precision: 0.815 | test_recall: 1.000 | test_auc: 0.500

>>>>>>[NERVE] - 4.1 - 28/30: train_loss: 0.60785 | train_acc: 78.723 | train_precision: 0.787 | train_recall: 1.000 | train_auc: 0.500
val_loss: 0.59729 | val_acc: 79.310 | val_precision: 0.793 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.58456 | test_acc: 81.481 | test_precision: 0.815 | test_recall: 1.000 | test_auc: 0.500

>>>>>>[NERVE] - 4.1 - 29/30: train_loss: 0.60340 | train_acc: 78.723 | train_precision: 0.787 | train_recall: 1.000 | train_auc: 0.500
val_loss: 0.59278 | val_acc: 79.310 | val_precision: 0.793 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.57972 | test_acc: 81.481 | test_precision: 0.815 | test_recall: 1.000 | test_auc: 0.500

>>>>>>[NERVE] - 4.1 - 30/30: train_loss: 0.59668 | train_acc: 78.723 | train_precision: 0.787 | train_recall: 1.000 | train_auc: 0.500
val_loss: 0.58850 | val_acc: 79.310 | val_precision: 0.793 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.57515 | test_acc: 81.481 | test_precision: 0.815 | test_recall: 1.000 | test_auc: 0.500

>>>>>>[NERVE] - 4.2 - 1/30: train_loss: 0.81195 | train_acc: 20.000 | train_precision: 0.487 | train_recall: 0.253 | train_auc: 0.127
val_loss: 0.80810 | val_acc: 25.000 | val_precision: 0.538 | val_recall: 0.318 | val_auc: 0.159
test_loss: 0.80374 | test_acc: 29.630 | test_precision: 0.636 | test_recall: 0.318 | test_auc: 0.259

>>>>>>[NERVE] - 4.2 - 2/30: train_loss: 0.80524 | train_acc: 23.158 | train_precision: 0.524 | train_recall: 0.293 | train_auc: 0.147
val_loss: 0.80039 | val_acc: 25.000 | val_precision: 0.538 | val_recall: 0.318 | val_auc: 0.159
test_loss: 0.79549 | test_acc: 33.333 | test_precision: 0.667 | test_recall: 0.364 | test_auc: 0.282

>>>>>>[NERVE] - 4.2 - 3/30: train_loss: 0.79847 | train_acc: 25.263 | train_precision: 0.545 | train_recall: 0.320 | train_auc: 0.160
val_loss: 0.79289 | val_acc: 25.000 | val_precision: 0.538 | val_recall: 0.318 | val_auc: 0.159
test_loss: 0.78746 | test_acc: 33.333 | test_precision: 0.667 | test_recall: 0.364 | test_auc: 0.282

>>>>>>[NERVE] - 4.2 - 4/30: train_loss: 0.79150 | train_acc: 26.316 | train_precision: 0.556 | train_recall: 0.333 | train_auc: 0.167
val_loss: 0.78567 | val_acc: 25.000 | val_precision: 0.538 | val_recall: 0.318 | val_auc: 0.159
test_loss: 0.77975 | test_acc: 37.037 | test_precision: 0.692 | test_recall: 0.409 | test_auc: 0.305

>>>>>>[NERVE] - 4.2 - 5/30: train_loss: 0.78429 | train_acc: 27.368 | train_precision: 0.565 | train_recall: 0.347 | train_auc: 0.173
val_loss: 0.77861 | val_acc: 28.571 | val_precision: 0.571 | val_recall: 0.364 | val_auc: 0.182
test_loss: 0.77222 | test_acc: 37.037 | test_precision: 0.692 | test_recall: 0.409 | test_auc: 0.305

>>>>>>[NERVE] - 4.2 - 6/30: train_loss: 0.77728 | train_acc: 28.421 | train_precision: 0.574 | train_recall: 0.360 | train_auc: 0.180
val_loss: 0.77149 | val_acc: 32.143 | val_precision: 0.600 | val_recall: 0.409 | val_auc: 0.205
test_loss: 0.76462 | test_acc: 37.037 | test_precision: 0.692 | test_recall: 0.409 | test_auc: 0.305

>>>>>>[NERVE] - 4.2 - 7/30: train_loss: 0.77206 | train_acc: 32.632 | train_precision: 0.608 | train_recall: 0.413 | train_auc: 0.207
val_loss: 0.76463 | val_acc: 32.143 | val_precision: 0.600 | val_recall: 0.409 | val_auc: 0.205
test_loss: 0.75728 | test_acc: 37.037 | test_precision: 0.692 | test_recall: 0.409 | test_auc: 0.305

>>>>>>[NERVE] - 4.2 - 8/30: train_loss: 0.76491 | train_acc: 34.737 | train_precision: 0.623 | train_recall: 0.440 | train_auc: 0.220
val_loss: 0.75772 | val_acc: 39.286 | val_precision: 0.647 | val_recall: 0.500 | val_auc: 0.250
test_loss: 0.74989 | test_acc: 40.741 | test_precision: 0.714 | test_recall: 0.455 | test_auc: 0.327

>>>>>>[NERVE] - 4.2 - 9/30: train_loss: 0.75750 | train_acc: 35.789 | train_precision: 0.630 | train_recall: 0.453 | train_auc: 0.227
val_loss: 0.75107 | val_acc: 39.286 | val_precision: 0.647 | val_recall: 0.500 | val_auc: 0.250
test_loss: 0.74278 | test_acc: 40.741 | test_precision: 0.714 | test_recall: 0.455 | test_auc: 0.327

>>>>>>[NERVE] - 4.2 - 10/30: train_loss: 0.75149 | train_acc: 38.947 | train_precision: 0.649 | train_recall: 0.493 | train_auc: 0.247
val_loss: 0.74457 | val_acc: 39.286 | val_precision: 0.647 | val_recall: 0.500 | val_auc: 0.250
test_loss: 0.73585 | test_acc: 37.037 | test_precision: 0.667 | test_recall: 0.455 | test_auc: 0.227

>>>>>>[NERVE] - 4.2 - 11/30: train_loss: 0.74632 | train_acc: 41.053 | train_precision: 0.661 | train_recall: 0.520 | train_auc: 0.260
val_loss: 0.73787 | val_acc: 39.286 | val_precision: 0.647 | val_recall: 0.500 | val_auc: 0.250
test_loss: 0.72867 | test_acc: 40.741 | test_precision: 0.688 | test_recall: 0.500 | test_auc: 0.250

>>>>>>[NERVE] - 4.2 - 12/30: train_loss: 0.74075 | train_acc: 47.368 | train_precision: 0.692 | train_recall: 0.600 | train_auc: 0.300
val_loss: 0.73122 | val_acc: 42.857 | val_precision: 0.667 | val_recall: 0.545 | val_auc: 0.273
test_loss: 0.72154 | test_acc: 44.444 | test_precision: 0.706 | test_recall: 0.545 | test_auc: 0.273

>>>>>>[NERVE] - 4.2 - 13/30: train_loss: 0.73550 | train_acc: 49.474 | train_precision: 0.701 | train_recall: 0.627 | train_auc: 0.313
val_loss: 0.72505 | val_acc: 46.429 | val_precision: 0.684 | val_recall: 0.591 | val_auc: 0.295
test_loss: 0.71495 | test_acc: 51.852 | test_precision: 0.737 | test_recall: 0.636 | test_auc: 0.318

>>>>>>[NERVE] - 4.2 - 14/30: train_loss: 0.72711 | train_acc: 52.632 | train_precision: 0.714 | train_recall: 0.667 | train_auc: 0.333
val_loss: 0.71898 | val_acc: 57.143 | val_precision: 0.727 | val_recall: 0.727 | val_auc: 0.364
test_loss: 0.70849 | test_acc: 51.852 | test_precision: 0.737 | test_recall: 0.636 | test_auc: 0.318

>>>>>>[NERVE] - 4.2 - 15/30: train_loss: 0.72430 | train_acc: 55.789 | train_precision: 0.726 | train_recall: 0.707 | train_auc: 0.353
val_loss: 0.71283 | val_acc: 57.143 | val_precision: 0.727 | val_recall: 0.727 | val_auc: 0.364
test_loss: 0.70190 | test_acc: 51.852 | test_precision: 0.737 | test_recall: 0.636 | test_auc: 0.318

>>>>>>[NERVE] - 4.2 - 16/30: train_loss: 0.71696 | train_acc: 57.895 | train_precision: 0.733 | train_recall: 0.733 | train_auc: 0.367
val_loss: 0.70690 | val_acc: 57.143 | val_precision: 0.727 | val_recall: 0.727 | val_auc: 0.364
test_loss: 0.69557 | test_acc: 55.556 | test_precision: 0.750 | test_recall: 0.682 | test_auc: 0.341

>>>>>>[NERVE] - 4.2 - 17/30: train_loss: 0.71264 | train_acc: 58.947 | train_precision: 0.737 | train_recall: 0.747 | train_auc: 0.373
val_loss: 0.70100 | val_acc: 57.143 | val_precision: 0.727 | val_recall: 0.727 | val_auc: 0.364
test_loss: 0.68927 | test_acc: 55.556 | test_precision: 0.750 | test_recall: 0.682 | test_auc: 0.341

>>>>>>[NERVE] - 4.2 - 18/30: train_loss: 0.70554 | train_acc: 60.000 | train_precision: 0.740 | train_recall: 0.760 | train_auc: 0.380
val_loss: 0.69562 | val_acc: 57.143 | val_precision: 0.727 | val_recall: 0.727 | val_auc: 0.364
test_loss: 0.68357 | test_acc: 55.556 | test_precision: 0.750 | test_recall: 0.682 | test_auc: 0.341

>>>>>>[NERVE] - 4.2 - 19/30: train_loss: 0.70102 | train_acc: 61.053 | train_precision: 0.744 | train_recall: 0.773 | train_auc: 0.387
val_loss: 0.68972 | val_acc: 64.286 | val_precision: 0.750 | val_recall: 0.818 | val_auc: 0.409
test_loss: 0.67724 | test_acc: 66.667 | test_precision: 0.783 | test_recall: 0.818 | test_auc: 0.409

>>>>>>[NERVE] - 4.2 - 20/30: train_loss: 0.69575 | train_acc: 63.158 | train_precision: 0.750 | train_recall: 0.800 | train_auc: 0.400
val_loss: 0.68423 | val_acc: 67.857 | val_precision: 0.760 | val_recall: 0.864 | val_auc: 0.432
test_loss: 0.67139 | test_acc: 66.667 | test_precision: 0.783 | test_recall: 0.818 | test_auc: 0.409

>>>>>>[NERVE] - 4.2 - 21/30: train_loss: 0.69057 | train_acc: 64.211 | train_precision: 0.753 | train_recall: 0.813 | train_auc: 0.407
val_loss: 0.67878 | val_acc: 71.429 | val_precision: 0.769 | val_recall: 0.909 | val_auc: 0.455
test_loss: 0.66558 | test_acc: 66.667 | test_precision: 0.783 | test_recall: 0.818 | test_auc: 0.409

>>>>>>[NERVE] - 4.2 - 22/30: train_loss: 0.68596 | train_acc: 71.579 | train_precision: 0.773 | train_recall: 0.907 | train_auc: 0.453
val_loss: 0.67335 | val_acc: 71.429 | val_precision: 0.769 | val_recall: 0.909 | val_auc: 0.455
test_loss: 0.65978 | test_acc: 66.667 | test_precision: 0.783 | test_recall: 0.818 | test_auc: 0.409

>>>>>>[NERVE] - 4.2 - 23/30: train_loss: 0.68071 | train_acc: 72.632 | train_precision: 0.775 | train_recall: 0.920 | train_auc: 0.460
val_loss: 0.66814 | val_acc: 75.000 | val_precision: 0.778 | val_recall: 0.955 | val_auc: 0.477
test_loss: 0.65423 | test_acc: 66.667 | test_precision: 0.783 | test_recall: 0.818 | test_auc: 0.409

>>>>>>[NERVE] - 4.2 - 24/30: train_loss: 0.67527 | train_acc: 75.789 | train_precision: 0.783 | train_recall: 0.960 | train_auc: 0.480
val_loss: 0.66296 | val_acc: 75.000 | val_precision: 0.778 | val_recall: 0.955 | val_auc: 0.477
test_loss: 0.64870 | test_acc: 77.778 | test_precision: 0.808 | test_recall: 0.955 | test_auc: 0.477

>>>>>>[NERVE] - 4.2 - 25/30: train_loss: 0.67047 | train_acc: 77.895 | train_precision: 0.787 | train_recall: 0.987 | train_auc: 0.493
val_loss: 0.65783 | val_acc: 78.571 | val_precision: 0.786 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.64324 | test_acc: 77.778 | test_precision: 0.808 | test_recall: 0.955 | test_auc: 0.477

>>>>>>[NERVE] - 4.2 - 26/30: train_loss: 0.66563 | train_acc: 78.947 | train_precision: 0.789 | train_recall: 1.000 | train_auc: 0.500
val_loss: 0.65301 | val_acc: 78.571 | val_precision: 0.786 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.63813 | test_acc: 81.481 | test_precision: 0.815 | test_recall: 1.000 | test_auc: 0.500

>>>>>>[NERVE] - 4.2 - 27/30: train_loss: 0.66153 | train_acc: 78.947 | train_precision: 0.789 | train_recall: 1.000 | train_auc: 0.500
val_loss: 0.64807 | val_acc: 78.571 | val_precision: 0.786 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.63285 | test_acc: 81.481 | test_precision: 0.815 | test_recall: 1.000 | test_auc: 0.500

>>>>>>[NERVE] - 4.2 - 28/30: train_loss: 0.65801 | train_acc: 78.947 | train_precision: 0.789 | train_recall: 1.000 | train_auc: 0.500
val_loss: 0.64307 | val_acc: 78.571 | val_precision: 0.786 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.62751 | test_acc: 81.481 | test_precision: 0.815 | test_recall: 1.000 | test_auc: 0.500

>>>>>>[NERVE] - 4.2 - 29/30: train_loss: 0.65187 | train_acc: 78.947 | train_precision: 0.789 | train_recall: 1.000 | train_auc: 0.500
val_loss: 0.63841 | val_acc: 78.571 | val_precision: 0.786 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.62255 | test_acc: 81.481 | test_precision: 0.815 | test_recall: 1.000 | test_auc: 0.500

>>>>>>[NERVE] - 4.2 - 30/30: train_loss: 0.64909 | train_acc: 78.947 | train_precision: 0.789 | train_recall: 1.000 | train_auc: 0.500
val_loss: 0.63371 | val_acc: 78.571 | val_precision: 0.786 | val_recall: 1.000 | val_auc: 0.500
test_loss: 0.61755 | test_acc: 81.481 | test_precision: 0.815 | test_recall: 1.000 | test_auc: 0.500

>>>>>>[NERVE] - 4.3 - 1/30: train_loss: 0.69537 | train_acc: 47.000 | train_precision: 0.691 | train_recall: 0.595 | train_auc: 0.297
val_loss: 0.69208 | val_acc: 65.217 | val_precision: 0.750 | val_recall: 0.833 | val_auc: 0.417
