EVALUATION RESULTS:

>>>>>>[EMBRYONAL] - 1.1 - 1/30: train_loss: 0.44001 | train_acc: 78.396 | train_precision: 0.065 | train_recall: 0.029 | train_auc: 0.476
val_loss: 0.04561 | val_acc: 98.734 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.04969 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.2 - 24/30: train_loss: 0.03744 | train_acc: 99.660 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.993
val_loss: 0.04251 | val_acc: 98.734 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.04675 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.2 - 25/30: train_loss: 0.03541 | train_acc: 99.660 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.993
val_loss: 0.04043 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04452 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.2 - 26/30: train_loss: 0.03380 | train_acc: 99.660 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.993
val_loss: 0.03918 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04286 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.2 - 27/30: train_loss: 0.03172 | train_acc: 99.660 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.993
val_loss: 0.03653 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04042 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.2 - 28/30: train_loss: 0.03039 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03549 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03900 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.2 - 29/30: train_loss: 0.02909 | train_acc: 99.660 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.993
val_loss: 0.03366 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03717 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.2 - 30/30: train_loss: 0.02792 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03268 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03590 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 1/30: train_loss: 0.55186 | train_acc: 68.667 | train_precision: 0.308 | train_recall: 0.152 | train_auc: 0.515
val_loss: 0.46388 | val_acc: 75.342 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.48166 | test_acc: 75.281 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[EPENDYMAL] - 4.3 - 2/30: train_loss: 0.40043 | train_acc: 78.000 | train_precision: 1.000 | train_recall: 0.165 | train_auc: 0.582
val_loss: 0.35796 | val_acc: 83.562 | val_precision: 1.000 | val_recall: 0.333 | val_auc: 0.667
test_loss: 0.37459 | test_acc: 83.146 | test_precision: 1.000 | test_recall: 0.318 | test_auc: 0.659

>>>>>>[EPENDYMAL] - 4.3 - 3/30: train_loss: 0.31699 | train_acc: 93.333 | train_precision: 1.000 | train_recall: 0.747 | train_auc: 0.873
val_loss: 0.29191 | val_acc: 89.041 | val_precision: 1.000 | val_recall: 0.556 | val_auc: 0.778
test_loss: 0.31085 | test_acc: 86.517 | test_precision: 1.000 | test_recall: 0.455 | test_auc: 0.727

>>>>>>[EPENDYMAL] - 4.3 - 4/30: train_loss: 0.24822 | train_acc: 96.667 | train_precision: 1.000 | train_recall: 0.873 | train_auc: 0.937
val_loss: 0.23034 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.24227 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.3 - 5/30: train_loss: 0.20418 | train_acc: 98.333 | train_precision: 1.000 | train_recall: 0.937 | train_auc: 0.968
val_loss: 0.19433 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.20404 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.3 - 6/30: train_loss: 0.17513 | train_acc: 99.333 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.16690 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.17883 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.3 - 7/30: train_loss: 0.14640 | train_acc: 99.333 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.14397 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.15236 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.3 - 8/30: train_loss: 0.12669 | train_acc: 99.333 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.12709 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.13447 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.3 - 9/30: train_loss: 0.11237 | train_acc: 99.333 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.11469 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.12065 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.3 - 10/30: train_loss: 0.10153 | train_acc: 99.333 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.10128 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.10814 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.3 - 11/30: train_loss: 0.09109 | train_acc: 99.333 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.09364 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.09850 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.3 - 12/30: train_loss: 0.08138 | train_acc: 99.667 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.994
val_loss: 0.08420 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.08946 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.3 - 13/30: train_loss: 0.07425 | train_acc: 99.667 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.994
val_loss: 0.07607 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.08260 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.3 - 14/30: train_loss: 0.06750 | train_acc: 99.667 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.994
val_loss: 0.07084 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.07576 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.3 - 15/30: train_loss: 0.06261 | train_acc: 99.667 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.994
val_loss: 0.06580 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.07007 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 16/30: train_loss: 0.05741 | train_acc: 99.667 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.994
val_loss: 0.05988 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.06566 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.3 - 17/30: train_loss: 0.05365 | train_acc: 99.667 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.994
val_loss: 0.05658 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.06080 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 18/30: train_loss: 0.04940 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.05401 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.05693 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 19/30: train_loss: 0.04601 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.04972 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.05320 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 20/30: train_loss: 0.04372 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.04754 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.05019 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 21/30: train_loss: 0.04058 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.04452 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04723 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 22/30: train_loss: 0.03821 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.04142 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04465 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 23/30: train_loss: 0.03600 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03968 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04212 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 24/30: train_loss: 0.03468 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03842 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04004 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 25/30: train_loss: 0.03217 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03558 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03797 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 26/30: train_loss: 0.03019 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03384 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03608 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 27/30: train_loss: 0.02895 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03264 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03439 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 28/30: train_loss: 0.02715 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03173 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03275 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 29/30: train_loss: 0.02597 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02996 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03128 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.3 - 30/30: train_loss: 0.02502 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02830 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02993 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 1/30: train_loss: 0.53796 | train_acc: 74.834 | train_precision: 1.000 | train_recall: 0.038 | train_auc: 0.519
val_loss: 0.51439 | val_acc: 77.465 | val_precision: 1.000 | val_recall: 0.111 | val_auc: 0.556
test_loss: 0.49903 | test_acc: 75.281 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[EPENDYMAL] - 4.4 - 2/30: train_loss: 0.42212 | train_acc: 78.808 | train_precision: 1.000 | train_recall: 0.190 | train_auc: 0.595
val_loss: 0.38877 | val_acc: 84.507 | val_precision: 1.000 | val_recall: 0.389 | val_auc: 0.694
test_loss: 0.38770 | test_acc: 84.270 | test_precision: 1.000 | test_recall: 0.364 | test_auc: 0.682

>>>>>>[EPENDYMAL] - 4.4 - 3/30: train_loss: 0.32734 | train_acc: 86.424 | train_precision: 0.975 | train_recall: 0.494 | train_auc: 0.745
val_loss: 0.30738 | val_acc: 94.366 | val_precision: 1.000 | val_recall: 0.778 | val_auc: 0.889
test_loss: 0.31264 | test_acc: 89.888 | test_precision: 1.000 | test_recall: 0.591 | test_auc: 0.795

>>>>>>[EPENDYMAL] - 4.4 - 4/30: train_loss: 0.26602 | train_acc: 95.364 | train_precision: 1.000 | train_recall: 0.823 | train_auc: 0.911
val_loss: 0.24791 | val_acc: 98.592 | val_precision: 1.000 | val_recall: 0.944 | val_auc: 0.972
test_loss: 0.25832 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.4 - 5/30: train_loss: 0.22015 | train_acc: 97.682 | train_precision: 0.986 | train_recall: 0.924 | train_auc: 0.960
val_loss: 0.20942 | val_acc: 98.592 | val_precision: 1.000 | val_recall: 0.944 | val_auc: 0.972
test_loss: 0.21948 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.4 - 6/30: train_loss: 0.18705 | train_acc: 97.682 | train_precision: 1.000 | train_recall: 0.911 | train_auc: 0.956
val_loss: 0.17003 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.18567 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.4 - 7/30: train_loss: 0.15913 | train_acc: 99.007 | train_precision: 1.000 | train_recall: 0.962 | train_auc: 0.981
val_loss: 0.14620 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.16192 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.4 - 8/30: train_loss: 0.13857 | train_acc: 99.338 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.12930 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.14254 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.4 - 9/30: train_loss: 0.12092 | train_acc: 99.338 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.11196 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.12640 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.4 - 10/30: train_loss: 0.10820 | train_acc: 99.338 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.09898 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.11408 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.4 - 11/30: train_loss: 0.09717 | train_acc: 99.338 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.09134 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.10342 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.4 - 12/30: train_loss: 0.08660 | train_acc: 99.338 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.08101 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.09365 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.4 - 13/30: train_loss: 0.07847 | train_acc: 99.338 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.07325 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.08579 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.4 - 14/30: train_loss: 0.07233 | train_acc: 99.338 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.06862 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.07970 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

>>>>>>[EPENDYMAL] - 4.4 - 15/30: train_loss: 0.06706 | train_acc: 99.338 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.06176 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.07313 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 16/30: train_loss: 0.06138 | train_acc: 99.338 | train_precision: 1.000 | train_recall: 0.975 | train_auc: 0.987
val_loss: 0.05678 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.06775 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 17/30: train_loss: 0.05653 | train_acc: 99.669 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.994
val_loss: 0.05330 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.06349 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 18/30: train_loss: 0.05257 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.04927 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.05914 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 19/30: train_loss: 0.04879 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.04562 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.05532 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 20/30: train_loss: 0.04553 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.04306 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.05213 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 21/30: train_loss: 0.04302 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.04050 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04915 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 22/30: train_loss: 0.04053 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03772 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04635 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 23/30: train_loss: 0.03811 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03592 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04394 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 24/30: train_loss: 0.03602 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03371 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04156 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 25/30: train_loss: 0.03457 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03203 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03952 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 26/30: train_loss: 0.03245 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03031 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03752 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 27/30: train_loss: 0.03057 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02886 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03570 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 28/30: train_loss: 0.02924 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02776 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03420 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 29/30: train_loss: 0.02773 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02617 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03248 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.4 - 30/30: train_loss: 0.02645 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02510 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03112 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EPENDYMAL] - 4.5 - 1/30: train_loss: 0.57945 | train_acc: 70.164 | train_precision: 0.250 | train_recall: 0.062 | train_auc: 0.497
val_loss: 0.55964 | val_acc: 76.471 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.50931 | test_acc: 76.404 | test_precision: 1.000 | test_recall: 0.045 | test_auc: 0.523

>>>>>>[EPENDYMAL] - 4.5 - 2/30: train_loss: 0.41960 | train_acc: 76.721 | train_precision: 1.000 | train_recall: 0.123 | train_auc: 0.562
val_loss: 0.42396 | val_acc: 80.882 | val_precision: 1.000 | val_recall: 0.188 | val_auc: 0.594
test_loss: 0.39047 | test_acc: 84.270 | test_precision: 1.000 | test_recall: 0.364 | test_auc: 0.682

>>>>>>[EPENDYMAL] - 4.5 - 3/30: train_loss: 0.32598 | train_acc: 89.180 | train_precision: 1.000 | train_recall: 0.593 | train_auc: 0.796
val_loss: 0.32898 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.31052 | test_acc: 97.753 | test_precision: 1.000 | test_recall: 0.909 | test_auc: 0.955

>>>>>>[EPENDYMAL] - 4.5 - 4/30: train_loss: 0.26165 | train_acc: 93.770 | train_precision: 1.000 | train_recall: 0.765 | train_auc: 0.883
val_loss: 0.26354 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.25521 | test_acc: 98.876 | test_precision: 1.000 | test_recall: 0.955 | test_auc: 0.977

